id,name,bedroom,bathroom,carpark,monthly_price,yearly_price,sqft,furnish_type,property_type,city,state,pet_friendly,latitude,longitude,listing_url
301111,"Laman Suria, Mont Kiara",2,2,2,2900,34800,1034.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.16881,101.65,https://speedhome.com/reels/laman-suria-mont-kiara-uhqvfmfj
301073,"Maxim Citylights, Sentul",3,2,2,1800,21600,1009.0,NONE,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.2072863583,101.6906520724,https://speedhome.com/reels/maxim-citylights-sentul-vyctxwze
301060,"Bukit Damansara, Damansara Heights",4,3,2,8500,102000,2500.0,FULL,LANDED,Kuala Lumpur,Wilayah Persekutuan,False,3.1520966609,101.6566183604,https://speedhome.com/reels/bukit-damansara-damansara-heights-wfvyjwdp
300980,"The ERA, Segambut",1,1,1,2000,24000,280.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1819735165,101.6753232479,https://speedhome.com/reels/the-era-segambut-dsfsvhfe
300926,Riana dutamas savio,2,2,1,2400,28800,904.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1854116383,101.6672234233,https://speedhome.com/reels/riana-dutamas-savio-sraetfwb
300199,"Savvy Riana Dutamas 2, Segambut",3,2,2,2700,32400,1203.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1863007464961126,101.66833813614836,https://speedhome.com/reels/savvy-riana-dutamas-2-segambut-cdgjemua
300139,"Savvy Riana Dutamas 2, Segambut",1,1,0,888,10656,100.0,FULL,ROOM,Kuala Lumpur,Wilayah Persekutuan,False,3.185969205113495,101.66791106549252,https://speedhome.com/reels/savvy-riana-dutamas-2-lhvlldkz
299928,"The Pano, Kuala Lumpur",1,1,1,1700,20400,500.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1855916,101.6815326,https://speedhome.com/reels/the-pano-kuala-lumpur-nzncumdv
299809,"Sophia Condominium, Mont Kiara",2,2,1,3500,42000,1000.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1701,101.654,https://speedhome.com/reels/sophia-condominium-mont-kiara-ahomfuix
299793,"Duta Park Residences, Kuala Lumpur",3,2,2,4000,48000,1129.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1706746691253733,101.68638966137273,https://speedhome.com/reels/duta-park-residences-pqdvkwmw
299293,"The ERA, Segambut",1,1,0,900,10800,371.0,FULL,ROOM,Kuala Lumpur,Wilayah Persekutuan,False,3.1819735165,101.6753232479,https://speedhome.com/reels/the-era-segambut-hazjsjcb
298843,"The ERA, Segambut",0,1,1,2000,24000,301.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1819735165,101.6753232479,https://speedhome.com/reels/the-era-segambut-bmkcskjh
298694,"The Pano, Kuala Lumpur",1,1,1,1400,16800,300.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1855916,101.6815326,https://speedhome.com/reels/the-pano-kuala-lumpur-bzxrvqbz
297944,"MET 1 Residences, Kuala Lumpur",1,1,1,2999,35988,677.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1494727,101.7139056,https://speedhome.com/reels/met-1-residences-kuala-lumpur-uiachrkj
297508,"Savio Riana Dutamas, Segambut",2,2,1,2300,27600,800.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1853205678548067,101.66865566562346,https://speedhome.com/reels/savio-riana-dutamas-segambut-ajgluwcp
296666,Sofea Homes,4,3,1,2599,31188,1800.0,NONE,LANDED,Kuala Lumpur,Wilayah Persekutuan,False,3.1572869968569424,101.71167450894322,https://speedhome.com/reels/sofea-homes-qlaogobx
294722,"Dorsett Hartamas, Kuala Lumpur",0,1,2,3000,36000,721.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1627638811305037,101.65577358650695,https://speedhome.com/reels/dorsett-hartamas-kuala-lumpur-bqqtivkv
294338,"Villa Crystal, Segambut",1,2,2,2000,24000,1050.0,NONE,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1839445769,101.6508507729,https://speedhome.com/reels/villa-crystal-segambut-lyfindli
292656,Duta Ria Condominium,3,2,1,2000,24000,1326.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.17858,101.655,https://speedhome.com/reels/duta-ria-condominium-wzskavnt
289618,"Sri Putramas, Kuala Lumpur",3,2,1,1800,21600,1050.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.180892,101.672501,https://speedhome.com/reels/sri-putramas-kuala-lumpur-gawudekw
286003,"The Pano, Kuala Lumpur",3,2,2,2850,34200,983.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1855916,101.6815326,https://speedhome.com/reels/the-pano-kuala-lumpur-yfmicyed
284147,"Arte, Mont Kiara",3,3,2,3200,38400,944.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.1735972,101.6530728,https://speedhome.com/reels/arte-mont-kiara-xoehfyha
279387,"Solaris Dutamas, Dutamas",1,2,0,2800,33600,1020.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.17124,101.66585,https://speedhome.com/reels/solaris-dutamas-dutamas-ejeqxuve
276885,"Arte Mont Kiara, Dutamas",1,2,2,2600,31200,900.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,True,3.1735972,101.6530728,https://speedhome.com/reels/arte-mont-kiara-dutamas-ysfykhhy
274310,"Casa Idaman, Jalan Ipoh",3,2,2,1600,19200,1007.0,PARTIAL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.2038799267,101.6806286573,https://speedhome.com/reels/casa-idaman-jalan-ipoh-mkgoxtig
269616,"Sri Putramas I, Dutamas",3,2,1,2000,24000,1100.0,FULL,HIGHRISE,Kuala Lumpur,Wilayah Persekutuan,False,3.18105,101.673,https://speedhome.com/reels/sri-putramas-i-dutamas-jtpmdzcb
